center,left,right,steering,throttle,brake,speed
/IMG/center_2017_10_30_16_13_23_716.jpg, /IMG/left_2017_10_30_16_13_23_716.jpg, /IMG/right_2017_10_30_16_13_23_716.jpg,-0.01618123,0,0,23.44108
/IMG/center_2017_10_30_16_13_23_792.jpg, /IMG/left_2017_10_30_16_13_23_792.jpg, /IMG/right_2017_10_30_16_13_23_792.jpg,-0.01618123,0,0,23.25261
/IMG/center_2017_10_30_16_13_23_867.jpg, /IMG/left_2017_10_30_16_13_23_867.jpg, /IMG/right_2017_10_30_16_13_23_867.jpg,-0.01618123,0,0,23.11224
/IMG/center_2017_10_30_16_13_23_940.jpg, /IMG/left_2017_10_30_16_13_23_940.jpg, /IMG/right_2017_10_30_16_13_23_940.jpg,-0.01618123,0,0,22.92641
/IMG/center_2017_10_30_16_13_24_012.jpg, /IMG/left_2017_10_30_16_13_24_012.jpg, /IMG/right_2017_10_30_16_13_24_012.jpg,-0.01618123,0,0,22.74207
/IMG/center_2017_10_30_16_13_24_085.jpg, /IMG/left_2017_10_30_16_13_24_085.jpg, /IMG/right_2017_10_30_16_13_24_085.jpg,-0.01618123,0.1893752,0,22.66508
/IMG/center_2017_10_30_16_13_24_155.jpg, /IMG/left_2017_10_30_16_13_24_155.jpg, /IMG/right_2017_10_30_16_13_24_155.jpg,-0.01618123,0.4277551,0,22.78084
/IMG/center_2017_10_30_16_13_24_231.jpg, /IMG/left_2017_10_30_16_13_24_231.jpg, /IMG/right_2017_10_30_16_13_24_231.jpg,-0.01618123,0.5984826,0,23.01671
/IMG/center_2017_10_30_16_13_24_305.jpg, /IMG/left_2017_10_30_16_13_24_305.jpg, /IMG/right_2017_10_30_16_13_24_305.jpg,-0.01618123,0.8533087,0,23543
/IMG/center_2017_10_30_16_13_24_380.jpg, /IMG/left_2017_10_30_16_13_24_380.jpg, /IMG/right_2017_10_30_16_13_24_380.jpg,-0.01618123,0.8272948,0,24.23637
/IMG/center_2017_10_30_16_13_24_454.jpg, /IMG/left_2017_10_30_16_13_24_454.jpg, /IMG/right_2017_10_30_16_13_24_454.jpg,-0.01618123,0.6070392,0,24.7412
/IMG/center_2017_10_30_16_13_24_527.jpg, /IMG/left_2017_10_30_16_13_24_527.jpg, /IMG/right_2017_10_30_16_13_24_527.jpg,-0.01618123,0.4128124,0,24.96655
/IMG/center_2017_10_30_16_13_24_599.jpg, /IMG/left_2017_10_30_16_13_24_599.jpg, /IMG/right_2017_10_30_16_13_24_599.jpg,-0.02588997,0.1708633,0,25.06839
/IMG/center_2017_10_30_16_13_24_668.jpg, /IMG/left_2017_10_30_16_13_24_668.jpg, /IMG/right_2017_10_30_16_13_24_668.jpg,-0.03559871,0,0,24.98674
/IMG/center_2017_10_30_16_13_24_735.jpg, /IMG/left_2017_10_30_16_13_24_735.jpg, /IMG/right_2017_10_30_16_13_24_735.jpg,-0.03883495,0,0,24.78233
/IMG/center_2017_10_30_16_13_24_804.jpg, /IMG/left_2017_10_30_16_13_24_804.jpg, /IMG/right_2017_10_30_16_13_24_804.jpg,-0.03883495,0,0,24.63173
/IMG/center_2017_10_30_16_13_24_874.jpg, /IMG/left_2017_10_30_16_13_24_874.jpg, /IMG/right_2017_10_30_16_13_24_874.jpg,-0.03883495,0,0,24.4336
/IMG/center_2017_10_30_16_13_24_943.jpg, /IMG/left_2017_10_30_16_13_24_943.jpg, /IMG/right_2017_10_30_16_13_24_943.jpg,-0.03883495,0,0,24.28605
/IMG/center_2017_10_30_16_13_25_014.jpg, /IMG/left_2017_10_30_16_13_25_014.jpg, /IMG/right_2017_10_30_16_13_25_014.jpg,-0.03883495,0,0,24.09068
/IMG/center_2017_10_30_16_13_25_083.jpg, /IMG/left_2017_10_30_16_13_25_083.jpg, /IMG/right_2017_10_30_16_13_25_083.jpg,-0.03883495,0,0,23.94518
/IMG/center_2017_10_30_16_13_25_153.jpg, /IMG/left_2017_10_30_16_13_25_153.jpg, /IMG/right_2017_10_30_16_13_25_153.jpg,-0.04854369,0,0,23.75242
/IMG/center_2017_10_30_16_13_25_224.jpg, /IMG/left_2017_10_30_16_13_25_224.jpg, /IMG/right_2017_10_30_16_13_25_224.jpg,-0.07119741,0,0,23.60795
/IMG/center_2017_10_30_16_13_25_294.jpg, /IMG/left_2017_10_30_16_13_25_294.jpg, /IMG/right_2017_10_30_16_13_25_294.jpg,-0.08737864,0,0,23.41605
/IMG/center_2017_10_30_16_13_25_366.jpg, /IMG/left_2017_10_30_16_13_25_366.jpg, /IMG/right_2017_10_30_16_13_25_366.jpg,-0.09061489,0,0,23.27318
/IMG/center_2017_10_30_16_13_25_441.jpg, /IMG/left_2017_10_30_16_13_25_441.jpg, /IMG/right_2017_10_30_16_13_25_441.jpg,-0.09385113,0,0,23.08459
/IMG/center_2017_10_30_16_13_25_516.jpg, /IMG/left_2017_10_30_16_13_25_516.jpg, /IMG/right_2017_10_30_16_13_25_516.jpg,-0.1003236,0,0,22.89775
/IMG/center_2017_10_30_16_13_25_590.jpg, /IMG/left_2017_10_30_16_13_25_590.jpg, /IMG/right_2017_10_30_16_13_25_590.jpg,-0.1035599,0,0,22.75856
/IMG/center_2017_10_30_16_13_25_662.jpg, /IMG/left_2017_10_30_16_13_25_662.jpg, /IMG/right_2017_10_30_16_13_25_662.jpg,-0.1100324,0,0,22.5745
/IMG/center_2017_10_30_16_13_25_729.jpg, /IMG/left_2017_10_30_16_13_25_729.jpg, /IMG/right_2017_10_30_16_13_25_729.jpg,-0.1100324,0,0,22.43743
/IMG/center_2017_10_30_16_13_25_799.jpg, /IMG/left_2017_10_30_16_13_25_799.jpg, /IMG/right_2017_10_30_16_13_25_799.jpg,-0.1165049,0,0,22.25587
/IMG/center_2017_10_30_16_13_25_868.jpg, /IMG/left_2017_10_30_16_13_25_868.jpg, /IMG/right_2017_10_30_16_13_25_868.jpg,-0.1229773,0,0,22.12037
/IMG/center_2017_10_30_16_13_25_936.jpg, /IMG/left_2017_10_30_16_13_25_936.jpg, /IMG/right_2017_10_30_16_13_25_936.jpg,-0.1326861,0,0,21.94064
/IMG/center_2017_10_30_16_13_26_004.jpg, /IMG/left_2017_10_30_16_13_26_004.jpg, /IMG/right_2017_10_30_16_13_26_004.jpg,-0.1326861,0,0,21.80714
/IMG/center_2017_10_30_16_13_26_073.jpg, /IMG/left_2017_10_30_16_13_26_073.jpg, /IMG/right_2017_10_30_16_13_26_073.jpg,-0.1326861,0,0,21.63079
/IMG/center_2017_10_30_16_13_26_142.jpg, /IMG/left_2017_10_30_16_13_26_142.jpg, /IMG/right_2017_10_30_16_13_26_142.jpg,-0.1326861,0,0,21.49964
/IMG/center_2017_10_30_16_13_26_211.jpg, /IMG/left_2017_10_30_16_13_26_211.jpg, /IMG/right_2017_10_30_16_13_26_211.jpg,-0.1326861,0,0,21.36939
/IMG/center_2017_10_30_16_13_26_280.jpg, /IMG/left_2017_10_30_16_13_26_280.jpg, /IMG/right_2017_10_30_16_13_26_280.jpg,-0.1326861,0,0,21.19658
/IMG/center_2017_10_30_16_13_26_348.jpg, /IMG/left_2017_10_30_16_13_26_348.jpg, /IMG/right_2017_10_30_16_13_26_348.jpg,-0.1326861,0,0,21.06758
/IMG/center_2017_10_30_16_13_26_417.jpg, /IMG/left_2017_10_30_16_13_26_417.jpg, /IMG/right_2017_10_30_16_13_26_417.jpg,-0.1326861,0.2578131,0,21.01915
/IMG/center_2017_10_30_16_13_26_486.jpg, /IMG/left_2017_10_30_16_13_26_486.jpg, /IMG/right_2017_10_30_16_13_26_486.jpg,-0.1326861,0.4379249,0,21.13121
/IMG/center_2017_10_30_16_13_26_554.jpg, /IMG/left_2017_10_30_16_13_26_554.jpg, /IMG/right_2017_10_30_16_13_26_554.jpg,-0.1326861,0.6668837,0,21.49265
/IMG/center_2017_10_30_16_13_26_621.jpg, /IMG/left_2017_10_30_16_13_26_621.jpg, /IMG/right_2017_10_30_16_13_26_621.jpg,-0.1359223,0.8440121,0,21.92165
/IMG/center_2017_10_30_16_13_26_688.jpg, /IMG/left_2017_10_30_16_13_26_688.jpg, /IMG/right_2017_10_30_16_13_26_688.jpg,-0.1521036,1,0,22.45831
/IMG/center_2017_10_30_16_13_26_755.jpg, /IMG/left_2017_10_30_16_13_26_755.jpg, /IMG/right_2017_10_30_16_13_26_755.jpg,-0.1521036,0.8995244,0,23.22492
/IMG/center_2017_10_30_16_13_26_830.jpg, /IMG/left_2017_10_30_16_13_26_830.jpg, /IMG/right_2017_10_30_16_13_26_830.jpg,-0.1521036,0.7253128,0,23.68125
/IMG/center_2017_10_30_16_13_26_905.jpg, /IMG/left_2017_10_30_16_13_26_905.jpg, /IMG/right_2017_10_30_16_13_26_905.jpg,-0.1521036,0.4762669,0,24.07655
/IMG/center_2017_10_30_16_13_26_980.jpg, /IMG/left_2017_10_30_16_13_26_980.jpg, /IMG/right_2017_10_30_16_13_26_980.jpg,-0.1521036,0.2511964,0,24.23519
/IMG/center_2017_10_30_16_13_27_054.jpg, /IMG/left_2017_10_30_16_13_27_054.jpg, /IMG/right_2017_10_30_16_13_27_054.jpg,-0.1521036,0.003395288,0,24.15952
/IMG/center_2017_10_30_16_13_27_128.jpg, /IMG/left_2017_10_30_16_13_27_128.jpg, /IMG/right_2017_10_30_16_13_27_128.jpg,-0.1521036,0,0,24.01147
/IMG/center_2017_10_30_16_13_27_200.jpg, /IMG/left_2017_10_30_16_13_27_200.jpg, /IMG/right_2017_10_30_16_13_27_200.jpg,-0.1521036,0,0,23.81636
/IMG/center_2017_10_30_16_13_27_273.jpg, /IMG/left_2017_10_30_16_13_27_273.jpg, /IMG/right_2017_10_30_16_13_27_273.jpg,-0.1521036,0,0,23.62323
/IMG/center_2017_10_30_16_13_27_346.jpg, /IMG/left_2017_10_30_16_13_27_346.jpg, /IMG/right_2017_10_30_16_13_27_346.jpg,-0.1521036,0,0,23.47948
/IMG/center_2017_10_30_16_13_27_418.jpg, /IMG/left_2017_10_30_16_13_27_418.jpg, /IMG/right_2017_10_30_16_13_27_418.jpg,-0.1521036,0,0,23.28894
/IMG/center_2017_10_30_16_13_27_490.jpg, /IMG/left_2017_10_30_16_13_27_490.jpg, /IMG/right_2017_10_30_16_13_27_490.jpg,-0.1521036,0,0,23.1473
/IMG/center_2017_10_30_16_13_27_562.jpg, /IMG/left_2017_10_30_16_13_27_562.jpg, /IMG/right_2017_10_30_16_13_27_562.jpg,-0.1521036,0,0,22.96084
/IMG/center_2017_10_30_16_13_27_634.jpg, /IMG/left_2017_10_30_16_13_27_634.jpg, /IMG/right_2017_10_30_16_13_27_634.jpg,-0.1650485,0,0,22.77479
/IMG/center_2017_10_30_16_13_27_707.jpg, /IMG/left_2017_10_30_16_13_27_707.jpg, /IMG/right_2017_10_30_16_13_27_707.jpg,-0.1812298,0,0,22.63435
/IMG/center_2017_10_30_16_13_27_779.jpg, /IMG/left_2017_10_30_16_13_27_779.jpg, /IMG/right_2017_10_30_16_13_27_779.jpg,-0.2038835,0,0,22.44631
/IMG/center_2017_10_30_16_13_27_853.jpg, /IMG/left_2017_10_30_16_13_27_853.jpg, /IMG/right_2017_10_30_16_13_27_853.jpg,-0.236246,0,0,22.25789
/IMG/center_2017_10_30_16_13_27_925.jpg, /IMG/left_2017_10_30_16_13_27_925.jpg, /IMG/right_2017_10_30_16_13_27_925.jpg,-0.2588997,0,0,22.1148
/IMG/center_2017_10_30_16_13_28_000.jpg, /IMG/left_2017_10_30_16_13_28_000.jpg, /IMG/right_2017_10_30_16_13_28_000.jpg,-0.2750809,0,0,21.92732
/IMG/center_2017_10_30_16_13_28_073.jpg, /IMG/left_2017_10_30_16_13_28_073.jpg, /IMG/right_2017_10_30_16_13_28_073.jpg,-0.2847897,0,0,21.74363
/IMG/center_2017_10_30_16_13_28_146.jpg, /IMG/left_2017_10_30_16_13_28_146.jpg, /IMG/right_2017_10_30_16_13_28_146.jpg,-0.2880259,0,0,21.60735
/IMG/center_2017_10_30_16_13_28_220.jpg, /IMG/left_2017_10_30_16_13_28_220.jpg, /IMG/right_2017_10_30_16_13_28_220.jpg,-0.2880259,0,0,21.4289
/IMG/center_2017_10_30_16_13_28_294.jpg, /IMG/left_2017_10_30_16_13_28_294.jpg, /IMG/right_2017_10_30_16_13_28_294.jpg,-0.2912621,0,0,21.25222
/IMG/center_2017_10_30_16_13_28_368.jpg, /IMG/left_2017_10_30_16_13_28_368.jpg, /IMG/right_2017_10_30_16_13_28_368.jpg,-0.2912621,0,0,21.12202
/IMG/center_2017_10_30_16_13_28_443.jpg, /IMG/left_2017_10_30_16_13_28_443.jpg, /IMG/right_2017_10_30_16_13_28_443.jpg,-0.2912621,0,0,20.95021
/IMG/center_2017_10_30_16_13_28_510.jpg, /IMG/left_2017_10_30_16_13_28_510.jpg, /IMG/right_2017_10_30_16_13_28_510.jpg,-0.2912621,0,0,20.82221
/IMG/center_2017_10_30_16_13_28_578.jpg, /IMG/left_2017_10_30_16_13_28_578.jpg, /IMG/right_2017_10_30_16_13_28_578.jpg,-0.2912621,0,0,20.65317
/IMG/center_2017_10_30_16_13_28_646.jpg, /IMG/left_2017_10_30_16_13_28_646.jpg, /IMG/right_2017_10_30_16_13_28_646.jpg,-0.2912621,0,0,20.5272
/IMG/center_2017_10_30_16_13_28_715.jpg, /IMG/left_2017_10_30_16_13_28_715.jpg, /IMG/right_2017_10_30_16_13_28_715.jpg,-0.2912621,0.1277388,0,20.39568
/IMG/center_2017_10_30_16_13_28_782.jpg, /IMG/left_2017_10_30_16_13_28_782.jpg, /IMG/right_2017_10_30_16_13_28_782.jpg,-0.2912621,0.3053125,0,20.41934
/IMG/center_2017_10_30_16_13_28_850.jpg, /IMG/left_2017_10_30_16_13_28_850.jpg, /IMG/right_2017_10_30_16_13_28_850.jpg,-0.2750809,0.4835052,0,20.59538
/IMG/center_2017_10_30_16_13_28_919.jpg, /IMG/left_2017_10_30_16_13_28_919.jpg, /IMG/right_2017_10_30_16_13_28_919.jpg,-0.2653722,0.7400681,0,21.02592
/IMG/center_2017_10_30_16_13_28_988.jpg, /IMG/left_2017_10_30_16_13_28_988.jpg, /IMG/right_2017_10_30_16_13_28_988.jpg,-0.2653722,0.9216318,0,21.4767
/IMG/center_2017_10_30_16_13_29_058.jpg, /IMG/left_2017_10_30_16_13_29_058.jpg, /IMG/right_2017_10_30_16_13_29_058.jpg,-0.2653722,1,0,22.25832
/IMG/center_2017_10_30_16_13_29_126.jpg, /IMG/left_2017_10_30_16_13_29_126.jpg, /IMG/right_2017_10_30_16_13_29_126.jpg,-0.2653722,1,0,22.86221
/IMG/center_2017_10_30_16_13_29_196.jpg, /IMG/left_2017_10_30_16_13_29_196.jpg, /IMG/right_2017_10_30_16_13_29_196.jpg,-0.2653722,1,0,23.63968
/IMG/center_2017_10_30_16_13_29_266.jpg, /IMG/left_2017_10_30_16_13_29_266.jpg, /IMG/right_2017_10_30_16_13_29_266.jpg,-0.2653722,1,0,24.21708
/IMG/center_2017_10_30_16_13_29_336.jpg, /IMG/left_2017_10_30_16_13_29_336.jpg, /IMG/right_2017_10_30_16_13_29_336.jpg,-0.2653722,1,0,24.98675
/IMG/center_2017_10_30_16_13_29_407.jpg, /IMG/left_2017_10_30_16_13_29_407.jpg, /IMG/right_2017_10_30_16_13_29_407.jpg,-0.2653722,1,0,25.55956
/IMG/center_2017_10_30_16_13_29_478.jpg, /IMG/left_2017_10_30_16_13_29_478.jpg, /IMG/right_2017_10_30_16_13_29_478.jpg,-0.2653722,1,0,26.31696
/IMG/center_2017_10_30_16_13_29_547.jpg, /IMG/left_2017_10_30_16_13_29_547.jpg, /IMG/right_2017_10_30_16_13_29_547.jpg,-0.2653722,1,0,26.88087
/IMG/center_2017_10_30_16_13_29_618.jpg, /IMG/left_2017_10_30_16_13_29_618.jpg, /IMG/right_2017_10_30_16_13_29_618.jpg,-0.2588997,0.8955142,0,27.61847
/IMG/center_2017_10_30_16_13_29_687.jpg, /IMG/left_2017_10_30_16_13_29_687.jpg, /IMG/right_2017_10_30_16_13_29_687.jpg,-0.2427184,0.7136525,0,28.0495
/IMG/center_2017_10_30_16_13_29_755.jpg, /IMG/left_2017_10_30_16_13_29_755.jpg, /IMG/right_2017_10_30_16_13_29_755.jpg,-0.2265372,0.4825274,0,28.41552
/IMG/center_2017_10_30_16_13_29_825.jpg, /IMG/left_2017_10_30_16_13_29_825.jpg, /IMG/right_2017_10_30_16_13_29_825.jpg,-0.2168285,0.299931,0,28.53755
/IMG/center_2017_10_30_16_13_29_895.jpg, /IMG/left_2017_10_30_16_13_29_895.jpg, /IMG/right_2017_10_30_16_13_29_895.jpg,-0.2071197,0.06434514,0,28.49543
/IMG/center_2017_10_30_16_13_29_965.jpg, /IMG/left_2017_10_30_16_13_29_965.jpg, /IMG/right_2017_10_30_16_13_29_965.jpg,-0.2071197,0,0,28.33499
/IMG/center_2017_10_30_16_13_30_036.jpg, /IMG/left_2017_10_30_16_13_30_036.jpg, /IMG/right_2017_10_30_16_13_30_036.jpg,-0.197411,0,0,28.10645
/IMG/center_2017_10_30_16_13_30_108.jpg, /IMG/left_2017_10_30_16_13_30_108.jpg, /IMG/right_2017_10_30_16_13_30_108.jpg,-0.1779935,0,0,27.93782
/IMG/center_2017_10_30_16_13_30_180.jpg, /IMG/left_2017_10_30_16_13_30_180.jpg, /IMG/right_2017_10_30_16_13_30_180.jpg,-0.1423948,0,0,27.71703
/IMG/center_2017_10_30_16_13_30_253.jpg, /IMG/left_2017_10_30_16_13_30_253.jpg, /IMG/right_2017_10_30_16_13_30_253.jpg,-0.1229773,0,0,27.49729
/IMG/center_2017_10_30_16_13_30_326.jpg, /IMG/left_2017_10_30_16_13_30_326.jpg, /IMG/right_2017_10_30_16_13_30_326.jpg,-0.0776699,0,0,27.33375
/IMG/center_2017_10_30_16_13_30_400.jpg, /IMG/left_2017_10_30_16_13_30_400.jpg, /IMG/right_2017_10_30_16_13_30_400.jpg,-0.01618123,0,0,27.11547
/IMG/center_2017_10_30_16_13_30_473.jpg, /IMG/left_2017_10_30_16_13_30_473.jpg, /IMG/right_2017_10_30_16_13_30_473.jpg,0.05501618,0,0,26.89282
/IMG/center_2017_10_30_16_13_30_547.jpg, /IMG/left_2017_10_30_16_13_30_547.jpg, /IMG/right_2017_10_30_16_13_30_547.jpg,0.09385113,0,0,26.72213
/IMG/center_2017_10_30_16_13_30_619.jpg, /IMG/left_2017_10_30_16_13_30_619.jpg, /IMG/right_2017_10_30_16_13_30_619.jpg,0.1100324,0,0,26.49802
/IMG/center_2017_10_30_16_13_30_692.jpg, /IMG/left_2017_10_30_16_13_30_692.jpg, /IMG/right_2017_10_30_16_13_30_692.jpg,0.1100324,0,0,26.27964
/IMG/center_2017_10_30_16_13_30_764.jpg, /IMG/left_2017_10_30_16_13_30_764.jpg, /IMG/right_2017_10_30_16_13_30_764.jpg,0.1100324,0,0,26.11852
/IMG/center_2017_10_30_16_13_30_838.jpg, /IMG/left_2017_10_30_16_13_30_838.jpg, /IMG/right_2017_10_30_16_13_30_838.jpg,0.08090615,0,0,25.90755
/IMG/center_2017_10_30_16_13_30_912.jpg, /IMG/left_2017_10_30_16_13_30_912.jpg, /IMG/right_2017_10_30_16_13_30_912.jpg,0.02912622,0,0,25.69983
/IMG/center_2017_10_30_16_13_30_986.jpg, /IMG/left_2017_10_30_16_13_30_986.jpg, /IMG/right_2017_10_30_16_13_30_986.jpg,-0.006472492,0.1387108,0,25.57919
/IMG/center_2017_10_30_16_13_31_059.jpg, /IMG/left_2017_10_30_16_13_31_059.jpg, /IMG/right_2017_10_30_16_13_31_059.jpg,-0.06148867,0.2777592,0,25.60518
/IMG/center_2017_10_30_16_13_31_132.jpg, /IMG/left_2017_10_30_16_13_31_132.jpg, /IMG/right_2017_10_30_16_13_31_132.jpg,-0.07443365,0.05769205,0,25.56343
/IMG/center_2017_10_30_16_13_31_206.jpg, /IMG/left_2017_10_30_16_13_31_206.jpg, /IMG/right_2017_10_30_16_13_31_206.jpg,-0.07443365,0,0,25.41378
/IMG/center_2017_10_30_16_13_31_280.jpg, /IMG/left_2017_10_30_16_13_31_280.jpg, /IMG/right_2017_10_30_16_13_31_280.jpg,-0.07443365,0,0,25.20684
/IMG/center_2017_10_30_16_13_31_355.jpg, /IMG/left_2017_10_30_16_13_31_355.jpg, /IMG/right_2017_10_30_16_13_31_355.jpg,-0.07443365,0,0,25.00294
/IMG/center_2017_10_30_16_13_31_429.jpg, /IMG/left_2017_10_30_16_13_31_429.jpg, /IMG/right_2017_10_30_16_13_31_429.jpg,-0.07443365,0,0,24.8514
/IMG/center_2017_10_30_16_13_31_504.jpg, /IMG/left_2017_10_30_16_13_31_504.jpg, /IMG/right_2017_10_30_16_13_31_504.jpg,-0.07443365,0,0,24.65103
/IMG/center_2017_10_30_16_13_31_579.jpg, /IMG/left_2017_10_30_16_13_31_579.jpg, /IMG/right_2017_10_30_16_13_31_579.jpg,-0.07443365,0,0,24.45243
/IMG/center_2017_10_30_16_13_31_645.jpg, /IMG/left_2017_10_30_16_13_31_645.jpg, /IMG/right_2017_10_30_16_13_31_645.jpg,-0.06148867,0,0,24.30494
/IMG/center_2017_10_30_16_13_31_721.jpg, /IMG/left_2017_10_30_16_13_31_721.jpg, /IMG/right_2017_10_30_16_13_31_721.jpg,-0.05825243,0,0,24.10974
/IMG/center_2017_10_30_16_13_31_788.jpg, /IMG/left_2017_10_30_16_13_31_788.jpg, /IMG/right_2017_10_30_16_13_31_788.jpg,-0.05501618,0,0,23.96437
/IMG/center_2017_10_30_16_13_31_855.jpg, /IMG/left_2017_10_30_16_13_31_855.jpg, /IMG/right_2017_10_30_16_13_31_855.jpg,-0.05501618,0,0,23.77179
/IMG/center_2017_10_30_16_13_31_930.jpg, /IMG/left_2017_10_30_16_13_31_930.jpg, /IMG/right_2017_10_30_16_13_31_930.jpg,-0.05501618,0,0,23.62831
/IMG/center_2017_10_30_16_13_32_005.jpg, /IMG/left_2017_10_30_16_13_32_005.jpg, /IMG/right_2017_10_30_16_13_32_005.jpg,-0.05501618,0.2242683,0,23.54009
/IMG/center_2017_10_30_16_13_32_079.jpg, /IMG/left_2017_10_30_16_13_32_079.jpg, /IMG/right_2017_10_30_16_13_32_079.jpg,-0.05501618,0.475116,0,23.68345
/IMG/center_2017_10_30_16_13_32_154.jpg, /IMG/left_2017_10_30_16_13_32_154.jpg, /IMG/right_2017_10_30_16_13_32_154.jpg,-0.05501618,0.6975906,0,24.05578
/IMG/center_2017_10_30_16_13_32_229.jpg, /IMG/left_2017_10_30_16_13_32_229.jpg, /IMG/right_2017_10_30_16_13_32_229.jpg,-0.05501618,0.8956435,0,24.48417
/IMG/center_2017_10_30_16_13_32_304.jpg, /IMG/left_2017_10_30_16_13_32_304.jpg, /IMG/right_2017_10_30_16_13_32_304.jpg,-0.05501618,1,0,25.22837
/IMG/center_2017_10_30_16_13_32_380.jpg, /IMG/left_2017_10_30_16_13_32_380.jpg, /IMG/right_2017_10_30_16_13_32_380.jpg,-0.05501618,1,0,25.9932
/IMG/center_2017_10_30_16_13_32_455.jpg, /IMG/left_2017_10_30_16_13_32_455.jpg, /IMG/right_2017_10_30_16_13_32_455.jpg,-0.05501618,1,0,26.75136
/IMG/center_2017_10_30_16_13_32_530.jpg, /IMG/left_2017_10_30_16_13_32_530.jpg, /IMG/right_2017_10_30_16_13_32_530.jpg,-0.03559871,1,0,27.31624
/IMG/center_2017_10_30_16_13_32_606.jpg, /IMG/left_2017_10_30_16_13_32_606.jpg, /IMG/right_2017_10_30_16_13_32_606.jpg,-0.003236246,1,0,28.06381
/IMG/center_2017_10_30_16_13_32_673.jpg, /IMG/left_2017_10_30_16_13_32_673.jpg, /IMG/right_2017_10_30_16_13_32_673.jpg,0.003236246,1,0,28.80519
/IMG/center_2017_10_30_16_13_32_749.jpg, /IMG/left_2017_10_30_16_13_32_749.jpg, /IMG/right_2017_10_30_16_13_32_749.jpg,0.01618123,0.9146898,0,29.3478
/IMG/center_2017_10_30_16_13_32_825.jpg, /IMG/left_2017_10_30_16_13_32_825.jpg, /IMG/right_2017_10_30_16_13_32_825.jpg,0.01618123,0.6856118,0,29.89849
/IMG/center_2017_10_30_16_13_32_892.jpg, /IMG/left_2017_10_30_16_13_32_892.jpg, /IMG/right_2017_10_30_16_13_32_892.jpg,0.02588997,0.4549452,0,30.06258
/IMG/center_2017_10_30_16_13_32_960.jpg, /IMG/left_2017_10_30_16_13_32_960.jpg, /IMG/right_2017_10_30_16_13_32_960.jpg,0.03236246,0.2520266,0,30.0094
/IMG/center_2017_10_30_16_13_33_028.jpg, /IMG/left_2017_10_30_16_13_33_028.jpg, /IMG/right_2017_10_30_16_13_33_028.jpg,0.03236246,0.07802019,0,29.94971
/IMG/center_2017_10_30_16_13_33_096.jpg, /IMG/left_2017_10_30_16_13_33_096.jpg, /IMG/right_2017_10_30_16_13_33_096.jpg,0.03236246,0,0,29.72522
/IMG/center_2017_10_30_16_13_33_164.jpg, /IMG/left_2017_10_30_16_13_33_164.jpg, /IMG/right_2017_10_30_16_13_33_164.jpg,0.03236246,0,0,29.54557
/IMG/center_2017_10_30_16_13_33_233.jpg, /IMG/left_2017_10_30_16_13_33_233.jpg, /IMG/right_2017_10_30_16_13_33_233.jpg,0.03236246,0,0,29.30781
/IMG/center_2017_10_30_16_13_33_302.jpg, /IMG/left_2017_10_30_16_13_33_302.jpg, /IMG/right_2017_10_30_16_13_33_302.jpg,0.03236246,0,0,29.13077
/IMG/center_2017_10_30_16_13_33_373.jpg, /IMG/left_2017_10_30_16_13_33_373.jpg, /IMG/right_2017_10_30_16_13_33_373.jpg,0.03236246,0,0,28.8964
/IMG/center_2017_10_30_16_13_33_443.jpg, /IMG/left_2017_10_30_16_13_33_443.jpg, /IMG/right_2017_10_30_16_13_33_443.jpg,0.03236246,0,0,28.72187
/IMG/center_2017_10_30_16_13_33_515.jpg, /IMG/left_2017_10_30_16_13_33_515.jpg, /IMG/right_2017_10_30_16_13_33_515.jpg,0.03236246,0,0,28.49082
/IMG/center_2017_10_30_16_13_33_587.jpg, /IMG/left_2017_10_30_16_13_33_587.jpg, /IMG/right_2017_10_30_16_13_33_587.jpg,0.03236246,0,0,28.31874
/IMG/center_2017_10_30_16_13_33_661.jpg, /IMG/left_2017_10_30_16_13_33_661.jpg, /IMG/right_2017_10_30_16_13_33_661.jpg,0.03236246,0,0,28.09094
/IMG/center_2017_10_30_16_13_33_735.jpg, /IMG/left_2017_10_30_16_13_33_735.jpg, /IMG/right_2017_10_30_16_13_33_735.jpg,0.04530744,0,0,27.8646
/IMG/center_2017_10_30_16_13_33_810.jpg, /IMG/left_2017_10_30_16_13_33_810.jpg, /IMG/right_2017_10_30_16_13_33_810.jpg,0.05177994,0,0,27.69591
/IMG/center_2017_10_30_16_13_33_886.jpg, /IMG/left_2017_10_30_16_13_33_886.jpg, /IMG/right_2017_10_30_16_13_33_886.jpg,0.05501618,0,0,27.47254
/IMG/center_2017_10_30_16_13_33_962.jpg, /IMG/left_2017_10_30_16_13_33_962.jpg, /IMG/right_2017_10_30_16_13_33_962.jpg,0.05825243,0,0,27.25087
/IMG/center_2017_10_30_16_13_34_038.jpg, /IMG/left_2017_10_30_16_13_34_038.jpg, /IMG/right_2017_10_30_16_13_34_038.jpg,0.05825243,0,0,27.03121
/IMG/center_2017_10_30_16_13_34_115.jpg, /IMG/left_2017_10_30_16_13_34_115.jpg, /IMG/right_2017_10_30_16_13_34_115.jpg,0.05825243,0,0,26.81347
/IMG/center_2017_10_30_16_13_34_192.jpg, /IMG/left_2017_10_30_16_13_34_192.jpg, /IMG/right_2017_10_30_16_13_34_192.jpg,0.06472492,0,0,26.5972
